"ID","N","gap","Length_before","Length_after","Year","cluster","previous","Country"
"MT241241",0,0,1353,1353,2019,"Asian SEA1b_A1.1.1","Asian SEA1b","China"
"MT241242",0,0,1353,1353,2019,"Asian SEA1b_A1.1","Asian SEA1b","China"
"MT241243",0,0,1353,1353,2019,"Asian SEA1b_A1.1.1","Asian SEA1b","China"
"MT241244",0,0,1353,1353,2019,"Asian SEA1b_A1.1.1","Asian SEA1b","China"
"MT241245",0,0,1353,1353,2019,"Asian SEA1b_A1.1.1","Asian SEA1b","China"
"MT241246",0,0,1353,1353,2019,"Asian SEA1b_A1.1.1","Asian SEA1b","China"
"MT241247",0,0,1353,1353,2019,"Asian SEA1b_A1.1.1","Asian SEA1b","China"
"MT241248",0,0,1353,1353,2019,"Asian SEA1b_A1.1","Asian SEA1b","China"
"MT332714",0,0,1353,1353,2019,"Asian SEA1b_A1.1","Asian SEA1b","China"
"MW055214",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055215",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055216",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055217",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055218",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055219",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055220",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055221",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055222",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055223",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055224",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055225",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055226",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055227",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055228",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055229",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055230",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055231",0,0,1353,1353,2018,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW055232",0,0,1353,1353,2017,"Asian SEA1b_D1","Asian SEA1b","Vietnam"
"MW690143",0,0,1353,1353,2017,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690144",0,0,1353,1353,2017,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690145",0,0,1353,1353,2017,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690146",0,0,1353,1353,2017,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690147",0,0,1353,1353,2017,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690148",0,0,1353,1353,2017,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690149",0,0,1353,1353,2018,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690150",0,0,1353,1353,2018,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690151",0,0,1353,1353,2018,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"MW690153",0,0,1353,1353,2018,"Asian SEA1b_A1.2","Asian SEA1b","Malaysia"
"AF367863",0,0,1353,1353,1956,"14.1.1","Asian SEA2a","-"
"DQ496219",0,0,1353,1353,2006,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"DQ666290",0,0,1353,1353,2006,"Asian SEA2a_B1","Asian SEA2a","China"
"DQ787139",0,0,1353,1353,2006,"Asian_A1.1.1","Asian SEA2a","-"
"DQ787140",0,0,1353,1353,2006,"Asian_A1.1.1","Asian SEA2a","-"
"DQ787141",0,0,1353,1353,2006,"Asian_A1.1.1","Asian SEA2a","-"
"DQ787142",0,0,1353,1353,2006,"Asian_A1.1.1","Asian SEA2a","-"
"DQ787143",0,0,1353,1353,2006,"14.1","Asian SEA2a","-"
"DQ787144",0,0,1353,1353,2006,"14.1","Asian SEA2a","-"
"DQ787145",0,0,1353,1353,2006,"14.1","Asian SEA2a","-"
"DQ787146",0,0,1353,1353,2006,"14.1","Asian SEA2a","-"
"DQ866105",0,0,1353,1353,2004,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"DQ866106",0,0,1353,1353,2003,"Asian SEA2a_B1.1","Asian SEA2a","China"
"DQ866108",0,0,1353,1353,2003,"Asian SEA2a_B1","Asian SEA2a","China"
"DQ866110",0,0,1353,1353,2004,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"DQ866112",0,0,1353,1353,2004,"Asian SEA2a_B1","Asian SEA2a","China"
"DQ866114",0,0,1353,1353,2004,"Asian SEA2a_B1.1","Asian SEA2a","China"
"DQ866116",0,0,1353,1353,2003,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"DQ866119",0,0,1353,1353,2005,"Asian SEA2a_B1","Asian SEA2a","China"
"DQ866120",0,0,1353,1353,2005,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"DQ866121",0,0,1353,1353,2005,"Asian SEA2a_B1.1","Asian SEA2a","China"
"EU086183",0,0,1353,1353,1994,"Asian SEA2a_A1","Asian SEA2a","China"
"EU159398",0,0,1353,1353,1986,"Asian SEA2a_A1","Asian SEA2a","China"
"EU828653",0,0,1353,1353,2007,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"FJ561726",0,0,1353,1353,2008,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"FJ561727",0,0,1353,1353,2008,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"FJ561728",0,0,1353,1353,2008,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"FJ866829",0,0,1353,1353,2007,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"FJ866830",0,0,1353,1353,2007,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"FJ866831",0,0,1353,1353,2007,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"GQ472468",0,0,1353,1353,2007,"Asian SEA2a_B1","Asian SEA2a","China"
"GQ472473",0,0,1353,1353,2007,"Asian SEA2a_B1","Asian SEA2a","China"
"GQ472477",0,0,1353,1353,2006,"Asian SEA2a_B1","Asian SEA2a","China"
"HM486355",0,0,1353,1353,2004,"14.1.1","Asian SEA2a","China"
"HM486356",0,0,1353,1353,2004,"14.1.1","Asian SEA2a","China"
"HM486357",0,0,1353,1353,2012,"14.1.1","Asian SEA2a","China"
"HM486358",0,0,1353,1353,2003,"14.1.1","Asian SEA2a","China"
"HM486359",0,0,1353,1353,2003,"14.1.1","Asian SEA2a","China"
"HM486361",0,0,1353,1353,2005,"14.1.1","Asian SEA2a","China"
"HM486364",0,0,1353,1353,2006,"14.1.1","Asian SEA2a","China"
"HM486365",0,0,1353,1353,2006,"14.1.1","Asian SEA2a","China"
"HM486366",0,0,1353,1353,2005,"14.1.1","Asian SEA2a","China"
"HM486367",0,0,1353,1353,2005,"14.1.1","Asian SEA2a","China"
"HM486368",0,0,1353,1353,2005,"Asian SEA2a_B1","Asian SEA2a","China"
"HM486369",0,0,1353,1353,2006,"14.1.1","Asian SEA2a","China"
"HM486370",0,0,1353,1353,2005,"14.1.1","Asian SEA2a","China"
"HM486372",0,0,1353,1353,2006,"14.1.1","Asian SEA2a","China"
"HM486373",0,0,1353,1353,2008,"14.1.1","Asian SEA2a","China"
"HM486374",0,0,1353,1353,2008,"14.1.1","Asian SEA2a","China"
"HM486375",0,0,1353,1353,2008,"14.1.1","Asian SEA2a","China"
"HM486379",0,0,1353,1353,2007,"14.1.1","Asian SEA2a","China"
"HM486380",0,0,1353,1353,2006,"14.1.1","Asian SEA2a","China"
"HM486381",0,0,1353,1353,2007,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JF819606",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JF819607",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JF819612",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JF819613",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JF819614",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JF819615",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JF819622",0,0,1353,1353,2014,"14.1.1","Asian SEA2a","China"
"JN974823",0,0,1353,1353,2008,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974824",0,0,1353,1353,2005,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974828",0,0,1353,1353,2006,"Asian SEA2a_B1.1","Asian SEA2a","China"
"JN974829",0,0,1353,1353,2008,"Asian SEA2a_B1.1","Asian SEA2a","China"
"JN974831",0,0,1353,1353,2005,"14.1.1","Asian SEA2a","China"
"JN974838",0,0,1353,1353,2005,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974841",0,0,1353,1353,2006,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974842",0,0,1353,1353,2006,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974843",0,0,1353,1353,2006,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974845",0,0,1353,1353,2008,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"JN974847",0,0,1353,1353,2008,"14.1.1","Asian SEA2a","China"
"JN974854",0,0,1353,1353,2009,"14.1.1","Asian SEA2a","China"
"JN974870",0,0,1353,1353,2003,"14.1.1","Asian SEA2a","China"
"JN974872",0,0,1353,1353,2003,"14.1.1","Asian SEA2a","China"
"JN974873",0,0,1353,1353,2004,"14.1","Asian SEA2a","China"
"JQ040592",0,0,1353,1353,2011,"14.1.1","Asian SEA2a","China"
"KC465374",0,0,1353,1353,2011,"14.1.1","Asian SEA2a","China"
"KC465375",0,0,1353,1353,2011,"14.1.1","Asian SEA2a","China"
"KT221102",0,0,1353,1353,2006,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"KT221107",0,0,1353,1353,2009,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"KT894558",0,0,1353,1353,2005,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"KT894572",0,0,1353,1353,2010,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"KT894573",0,0,1353,1353,2011,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"KT894577",0,0,1353,1353,2013,"Asian SEA2a_B1.1","Asian SEA2a","China"
"KU314714",0,0,1353,1353,2015,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"KU314715",0,0,1353,1353,2015,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"MF624630",0,0,1353,1353,2017,"Asian SEA2a_A1.1.1","Asian SEA2a","China"
"MG201879",0,0,1353,1353,2010,"Asian SEA2a_B1","Asian SEA2a","China"
"MG201880",0,0,1353,1353,2010,"Asian SEA2a_B1","Asian SEA2a","China"
"MG201884",0,0,1353,1353,2012,"Asian SEA2a_B1.1","Asian SEA2a","China"
"FJ719751",0,0,1353,1353,2008,"Asian SEA2b_B1","Asian SEA2b","China"
"FJ719753",0,0,1353,1353,2008,"Asian SEA2b_A1.2","Asian SEA2b","China"
"HQ118114",0,0,1353,1353,2008,"Asian SEA2b_A1","Asian SEA2b","China"
"HQ118117",0,0,1353,1353,2008,"Asian SEA2b_A1","Asian SEA2b","China"
"HQ118118",0,0,1353,1353,2008,"Asian SEA2b_A1","Asian SEA2b","China"
"JN974825",0,0,1353,1353,2006,NA,"Asian SEA2b","China"
"JQ950446",0,0,1353,1353,2012,"Asian SEA2b_B1.1","Asian SEA2b","China"
"JQ950448",0,0,1353,1353,2012,"Asian SEA2b_B1.1","Asian SEA2b","China"
"JQ950452",0,0,1353,1353,2012,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319184",0,0,1353,1353,2009,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319185",0,0,1353,1353,2009,"Asian SEA2b_A1.2","Asian SEA2b","China"
"KP319187",0,0,1353,1353,2009,"Asian SEA2b_A1","Asian SEA2b","China"
"KP319188",0,0,1353,1353,2009,"Asian SEA2b_B1","Asian SEA2b","China"
"KP319189",0,0,1353,1353,2009,"Asian SEA2b_A1.2","Asian SEA2b","China"
"KP319190",0,0,1353,1353,2009,"Asian SEA2b_A1.2","Asian SEA2b","China"
"KP319192",0,0,1353,1353,2009,"Asian SEA2b_A1.2","Asian SEA2b","China"
"KP319193",0,0,1353,1353,2011,"Asian SEA2b_A1","Asian SEA2b","China"
"KP319195",0,0,1353,1353,2011,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319196",0,0,1353,1353,2012,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319198",0,0,1353,1353,2012,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319200",0,0,1353,1353,2012,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319202",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319203",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319204",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319206",0,0,1353,1353,2013,"Asian SEA2b_A1","Asian SEA2b","China"
"KP319208",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319209",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319210",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319211",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319212",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"KP319213",0,0,1353,1353,2013,"Asian SEA2b_B1.1","Asian SEA2b","China"
"AB178892",0,0,1353,1353,1985,"Asian SEA3_A1","Asian SEA3","Thailand"
"AB178893",0,0,1353,1353,1985,"Asian SEA3_A1","Asian SEA3","Thailand"
"AB178894",0,0,1353,1353,1985,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"AB178895",0,0,1353,1353,1977,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"AB178896",0,0,1353,1353,1963,"Asian SEA3_A1","Asian SEA3","Thailand"
"AB981665",0,0,1353,1353,2011,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981666",0,0,1353,1353,2011,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981667",0,0,1353,1353,2011,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981668",0,0,1353,1353,2011,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981669",0,0,1353,1353,2011,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981670",0,0,1353,1353,2011,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981671",0,0,1353,1353,2012,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981672",0,0,1353,1353,2012,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981673",0,0,1353,1353,2012,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981674",0,0,1353,1353,2012,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981675",0,0,1353,1353,2012,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981676",0,0,1353,1353,2012,"Asian SEA3_A1","Asian SEA3","Lao"
"AB981677",0,0,1353,1353,2012,"Asian SEA3_A1.2","Asian SEA3","Lao"
"AY218996",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"AY218997",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"AY218998",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"AY218999",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"AY219000",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"AY219001",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"AY219002",0,12,1353,1341,2001,"Asian SEA3_A1","Asian SEA3","Thailand"
"DQ267925",0,12,1353,1341,2006,"Asian SEA3_A1","Asian SEA3","Thailand"
"DQ866111",0,0,1353,1353,2005,"Asian SEA3_A1","Asian SEA3","China"
"EU086164",0,0,1353,1353,1999,"Asian SEA3_A1","Asian SEA3","Myanmar"
"EU086165",0,0,1353,1353,1999,"Asian SEA3_A1","Asian SEA3","Myanmar"
"EU086166",0,0,1353,1353,1999,"Asian SEA3_A1","Asian SEA3","Myanmar"
"EU086167",0,0,1353,1353,1999,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"EU086168",0,0,1353,1353,1998,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"EU086169",0,0,1353,1353,1998,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"EU086170",0,6,1353,1347,1997,"Asian SEA3_A1","Asian SEA3","Cambodia"
"EU086171",0,0,1353,1353,1999,"Asian SEA3_C1","Asian SEA3","Cambodia"
"EU086172",0,0,1353,1353,1998,"Asian SEA3_C1","Asian SEA3","Cambodia"
"EU086193",0,0,1353,1353,1999,"Asian SEA3_A1","Asian SEA3","Lao"
"EU086194",0,0,1353,1353,2002,"Asian SEA3_A1","Asian SEA3","Lao"
"EU086195",0,0,1353,1353,2002,"Asian SEA3_A1","Asian SEA3","Lao"
"EU086206",0,0,1353,1353,1983,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"EU086207",0,0,1353,1353,1983,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"EU086208",0,0,1353,1353,1983,"Asian SEA3_A1","Asian SEA3","Thailand"
"EU086209",0,0,1353,1353,2001,"Asian SEA3_A1.2","Asian SEA3","Vietnam"
"EU086210",0,0,1353,1353,2001,"Asian SEA3_A1.2","Asian SEA3","Vietnam"
"EU275243",0,0,1353,1353,2006,"Arctic A_A1.1.1","Asian SEA3","China"
"FJ594278",0,0,1353,1353,1997,"Asian SEA3_A1","Asian SEA3","China"
"GQ303555",0,0,1353,1353,2009,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"GQ303556",0,0,1353,1353,2009,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"GU992307",0,0,1353,1353,1983,"Asian SEA3_A1.2","Asian SEA3","Thailand"
"JF819603",0,0,1353,1353,2014,"Arctic A_A1.1.1","Asian SEA3","China"
"JF819604",0,0,1353,1353,2014,"Arctic A_A1.1.1","Asian SEA3","China"
"JF819608",0,0,1353,1353,2014,"Arctic A_A1.1.1","Asian SEA3","China"
"JF819609",0,0,1353,1353,2014,"Asian SEA3_A1","Asian SEA3","China"
"JF819610",0,0,1353,1353,2014,"Asian SEA3_A1","Asian SEA3","China"
"JF819616",0,0,1353,1353,2014,"Asian SEA3_A1","Asian SEA3","China"
"JF819617",0,0,1353,1353,2014,"Asian SEA3_A1","Asian SEA3","China"
"JF819618",0,0,1353,1353,2014,"Asian SEA3_A1","Asian SEA3","China"
"JX276405",0,0,1353,1353,2010,"Asian SEA3_A1","Asian SEA3","China"
"KM366202",0,6,1353,1347,2008,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366203",0,6,1353,1347,2006,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366204",0,6,1353,1347,2004,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366205",0,6,1353,1347,2010,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366206",0,6,1353,1347,2004,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366207",0,6,1353,1347,2007,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366208",0,6,1353,1347,2004,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366209",0,6,1353,1347,2002,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366210",0,6,1353,1347,2000,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366211",0,6,1353,1347,2010,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366212",0,6,1353,1347,2008,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366213",0,6,1353,1347,1998,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366214",0,6,1353,1347,2003,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366215",0,6,1353,1347,2002,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366216",0,6,1353,1347,2010,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366217",0,6,1353,1347,2009,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366218",0,6,1353,1347,2003,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366219",0,6,1353,1347,2004,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366220",0,6,1353,1347,2011,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366221",0,6,1353,1347,2011,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366222",0,6,1353,1347,2011,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366223",0,6,1353,1347,2010,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366224",0,6,1353,1347,2000,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366225",0,6,1353,1347,2011,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366226",0,6,1353,1347,2001,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366227",0,6,1353,1347,2010,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366228",0,6,1353,1347,2008,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366229",0,6,1353,1347,2011,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366230",0,6,1353,1347,2011,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366231",0,6,1353,1347,2008,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366232",0,6,1353,1347,2003,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366233",0,6,1353,1347,2002,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366234",0,6,1353,1347,1999,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366235",0,6,1353,1347,2009,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366236",0,6,1353,1347,2008,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366237",0,6,1353,1347,2008,"Asian SEA3_A1.1","Asian SEA3","Cambodia"
"KM366238",0,6,1353,1347,2009,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366239",0,6,1353,1347,1999,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366240",0,6,1353,1347,2001,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366241",0,6,1353,1347,1999,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366242",0,6,1353,1347,2001,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366243",0,6,1353,1347,2007,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366245",0,6,1353,1347,2000,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366246",0,6,1353,1347,2006,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366247",0,6,1353,1347,2002,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366248",0,6,1353,1347,2006,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366250",0,6,1353,1347,2003,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366251",0,6,1353,1347,1998,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366252",0,6,1353,1347,1998,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366253",0,6,1353,1347,2007,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366254",0,6,1353,1347,2009,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366255",0,6,1353,1347,2011,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366256",0,6,1353,1347,2002,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366257",0,6,1353,1347,2006,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366258",0,6,1353,1347,2006,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366259",0,6,1353,1347,2004,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366260",0,6,1353,1347,2002,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366261",0,6,1353,1347,2005,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366262",0,6,1353,1347,2009,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366263",0,6,1353,1347,2011,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366264",0,6,1353,1347,2001,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366266",0,6,1353,1347,2010,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366267",0,6,1353,1347,2010,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366268",0,6,1353,1347,2005,"Asian SEA3_A1","Asian SEA3","Cambodia"
"KM366269",0,6,1353,1347,1999,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366270",0,6,1353,1347,2003,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366271",0,6,1353,1347,2001,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366272",0,6,1353,1347,2003,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366273",0,6,1353,1347,2004,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366274",0,6,1353,1347,2008,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366275",0,6,1353,1347,2000,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366276",0,6,1353,1347,2006,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366277",0,6,1353,1347,2002,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366278",0,6,1353,1347,2001,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366279",0,6,1353,1347,2008,"Asian SEA3_C1.1","Asian SEA3","Cambodia"
"KM366280",0,6,1353,1347,2008,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366281",0,6,1353,1347,2008,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366282",0,6,1353,1347,2000,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366284",0,6,1353,1347,2011,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366285",0,6,1353,1347,1998,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366286",0,6,1353,1347,2011,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366287",0,6,1353,1347,1998,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366288",0,6,1353,1347,2009,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366289",0,6,1353,1347,2007,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366290",0,6,1353,1347,2001,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
"KM366291",0,6,1353,1347,2003,"Asian SEA3_A1.1.1","Asian SEA3","Cambodia"
"KM366292",0,6,1353,1347,2006,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366293",0,6,1353,1347,2007,"Asian SEA3_C1","Asian SEA3","Cambodia"
"KM366294",0,6,1353,1347,2006,"Asian SEA3_A1.2","Asian SEA3","Cambodia"
